,Recation_time,Mn,Mw,pdi,Dpn,Recation_time_round,add_time,Temperature,mode
8256,8279.97,11327.6,19757.3,1.74418,108.762,8280,1.7,393.15,0
8975,8999.48,11756.6,19924.3,1.69473,112.882,8999,1.7,393.15,0
5374,5400.37,10991.9,22231.9,2.02257,105.54,5400,2.1,393.15,0
6093,6120,10764.5,22175.3,2.06003,103.356,6120,2.1,393.15,0
6812,6839.5,10509.8,22078.9,2.10079,100.91,6840,2.1,393.15,0
6813,6840.5,10483.6,22077,2.10586,100.659,6840,2.1,393.15,0
7532,7559.99,10265.5,21965.3,2.13972,98.5647,7560,2.1,393.15,0
8252,8280.49,10893,21951.6,2.01521,104.589,8280,2.1,393.15,0
8970,8999.06,11407.7,22000.8,1.9286,109.531,8999,2.1,393.15,0
5368,5399.71,12277.4,24904.7,2.0285,117.882,5400,2.5,393.15,0
6088,6120.43,12002.2,24830,2.06879,115.239,6120,2.5,393.15,0
6807,6840.11,11723.1,24722.4,2.10886,112.56,6840,2.5,393.15,0
7526,7559.72,11448.9,24587.6,2.14759,109.927,7560,2.5,393.15,0
8246,8280.29,11182.6,24442.7,2.18578,107.371,8280,2.5,393.15,0
8964,8998.82,10919.7,24283.8,2.22384,104.846,8999,2.5,393.15,0
5397,5399.62,12404.5,15328.5,1.23572,119.103,5400,0.1,403.15,0
6117,6119.87,12863.2,15914,1.23717,123.506,6120,0.1,403.15,0
6837,6840.14,13245.2,16404.9,1.23855,127.174,6840,0.1,403.15,0
7557,7560.41,13565.5,16818.8,1.23982,130.25,7560,0.1,403.15,0
8276,8279.67,13836.2,17170.3,1.24097,132.849,8280,0.1,403.15,0
8995,8998.94,14067.3,17471.6,1.242,135.067,8999,0.1,403.15,0
5396,5399.53,12925.4,17575.7,1.35978,124.103,5400,0.5,403.15,0
6116,6119.78,13354.8,17991.2,1.34717,128.226,6120,0.5,403.15,0
6836,6839.99,13701.9,18334.8,1.33812,131.559,6840,0.5,403.15,0
7556,7560.25,13987.5,18623,1.33141,134.301,7560,0.5,403.15,0
8275,8279.52,14224.1,18865.1,1.32628,136.573,8280,0.5,403.15,0
8994,8998.78,14422.3,19070.6,1.32229,138.477,8999,0.5,403.15,0
5395,5400.27,12747.8,21144,1.65864,122.399,5400,0.9,403.15,0
6114,6119.51,13245.6,21425.5,1.61756,127.178,6120,0.9,403.15,0
6834,6839.73,13637.7,21665.5,1.58864,130.943,6840,0.9,403.15,0
7554,7559.98,13953.9,21871.1,1.56739,133.979,7560,0.9,403.15,0
8274,8280.23,14210.6,22044.8,1.55129,136.443,8280,0.9,403.15,0
8993,8999.48,14422.6,22194.1,1.53884,138.479,8999,0.9,403.15,0
5393,5400.43,12220.1,25049.8,2.04988,117.332,5400,1.3,403.15,0
6112,6119.65,12881,25110.4,1.94941,123.678,6120,1.3,403.15,0
6832,6839.85,13377.8,25207.5,1.88428,128.447,6840,1.3,403.15,0
7552,7560.09,13762.1,25310.2,1.83912,132.137,7560,1.3,403.15,0
8272,8280.33,14067.5,25407.7,1.80613,135.069,8280,1.3,403.15,0
8990,8998.59,14313.6,25497.2,1.78133,137.432,8999,1.3,403.15,0
5391,5400.44,12679.1,29769,2.34788,121.739,5400,1.7,403.15,0
6110,6119.64,12185,29347.7,2.40852,116.994,6120,1.7,403.15,0
6830,6839.85,12881.1,29124.8,2.26104,123.679,6840,1.7,403.15,0
7550,7560.06,13394.3,29034.7,2.16769,128.606,7560,1.7,403.15,0
8270,8280.29,13786.4,29002.6,2.10372,132.37,8280,1.7,403.15,0
8988,8998.53,14095.2,28998.7,2.05734,135.336,8999,1.7,403.15,0
5389,5400.34,14571.3,34378.5,2.35934,139.906,5400,2.1,403.15,0
6108,6119.6,13980.3,33889.4,2.42408,134.232,6120,2.1,403.15,0
6828,6839.83,13358.2,33399.7,2.50032,128.259,6840,2.1,403.15,0
7548,7560.05,12796,32923.7,2.57296,122.861,7560,2.1,403.15,0
8268,8280.28,13349.1,32624.5,2.44394,128.172,8280,2.1,403.15,0
8987,8999.48,13764.6,32452.5,2.35768,132.161,8999,2.1,403.15,0
5386,5400.22,16530.1,38892.7,2.35284,158.715,5400,2.5,403.15,0
6105,6119.53,15778.6,38326.1,2.42899,151.499,6120,2.5,403.15,0
6825,6839.83,15054.8,37776.8,2.50928,144.549,6840,2.5,403.15,0
7545,7560.1,14395,37240.1,2.58701,138.214,7560,2.5,403.15,0
8265,8280.33,13761.2,36727.6,2.66892,132.129,8280,2.5,403.15,0
8983,8998.55,13258,36241.2,2.73353,127.297,8999,2.5,403.15,0
5398,5399.77,14559.2,19591.1,1.34561,139.791,5400,0.1,413.15,0
6118,6119.9,14803.5,19953,1.34786,142.137,6120,0.1,413.15,0
6838,6840.04,14991.7,20234.1,1.34968,143.944,6840,0.1,413.15,0
7558,7560.18,15138.7,20455,1.35117,145.355,7560,0.1,413.15,0
8278,8280.34,15255.4,20631.4,1.3524,146.475,8280,0.1,413.15,0
8997,8999.49,15348.2,20772.2,1.3534,147.366,8999,0.1,413.15,0
5398,5400.14,14790.4,23735.9,1.60482,142.01,5400,0.5,413.15,0
6118,6120.25,15008.8,23918.2,1.59362,144.107,6120,0.5,413.15,0
6838,6840.37,15171.8,24058.2,1.58572,145.673,6840,0.5,413.15,0
7557,7559.5,15295.9,24167.3,1.57999,146.864,7560,0.5,413.15,0
7558,7560.5,15296,24167.5,1.57998,146.866,7560,0.5,413.15,0
8277,8279.63,15391.9,24251.9,1.57563,147.785,8280,0.5,413.15,0
8996,8998.77,15467.2,24319.6,1.57234,148.509,8999,0.5,413.15,0
5397,5399.74,14613.7,30117.4,2.0609,140.314,5400,0.9,413.15,0
6117,6119.85,14896.7,30155.5,2.02432,143.031,6120,0.9,413.15,0
6837,6839.97,15098.8,30193.4,1.99971,144.972,6840,0.9,413.15,0
7557,7560.09,15248.2,30226.2,1.98228,146.406,7560,0.9,413.15,0
8277,8280.23,15360.6,30254.9,1.96965,147.485,8280,0.9,413.15,0
8996,8999.36,15446.6,30278,1.96017,148.311,8999,0.9,413.15,0
5396,5399.62,14140.8,36717,2.59653,135.773,5400,1.3,413.15,0
6116,6119.72,14593.8,36454.4,2.49794,140.123,6120,1.3,413.15,0
6836,6839.83,14894.8,36313.6,2.43801,143.013,6840,1.3,413.15,0
7556,7559.93,15104.9,36229.1,2.39851,145.03,7560,1.3,413.15,0
8276,8280.05,15256.9,36176.8,2.37117,146.49,8280,1.3,413.15,0
8995,8999.18,15370.5,36141.6,2.35136,147.58,8999,1.3,413.15,0
5395,5399.68,14909.9,43649.6,2.92756,143.158,5400,1.7,413.15,0
6115,6119.78,13932,42615.7,3.05883,133.769,6120,1.7,413.15,0
6835,6839.88,14470.5,41992.5,2.90195,138.939,6840,1.7,413.15,0
7555,7559.99,14816.6,41647.3,2.81086,142.262,7560,1.7,413.15,0
8275,8280.11,15053.4,41434.3,2.7525,144.535,8280,1.7,413.15,0
8994,8999.22,15222.6,41294.9,2.71274,146.16,8999,1.7,413.15,0
5394,5399.78,17306.9,51135.9,2.95465,166.173,5400,2.1,413.15,0
6114,6119.91,16128.3,49947,3.09686,154.856,6120,2.1,413.15,0
6834,6840.01,15128.1,48862.1,3.2299,145.253,6840,2.1,413.15,0
7554,7560.11,14272.7,47854.4,3.35285,137.04,7560,2.1,413.15,0
8274,8280.21,14693.3,47200.9,3.21241,141.078,8280,2.1,413.15,0
8993,8999.32,14971.3,46806.8,3.12644,143.747,8999,2.1,413.15,0
5393,5400.07,19629.3,58800.7,2.99555,188.471,5400,2.5,413.15,0
6113,6120.22,18164.7,57452.5,3.16286,174.409,6120,2.5,413.15,0
6833,6840.36,16949.7,56232,3.31758,162.743,6840,2.5,413.15,0
7553,7560.48,15928.8,55109.7,3.45976,152.941,7560,2.5,413.15,0
8272,8279.59,15244.3,54074.2,3.54718,146.369,8280,2.5,413.15,0
8991,8998.7,14490.6,53094.5,3.66408,139.132,8999,2.5,413.15,0
5399,5400.47,15431.1,23418.1,1.51759,148.162,5400,0.1,423.15,0
6118,6119.55,15525.8,23587.7,1.51926,149.072,6120,0.1,423.15,0
6838,6839.65,15594.2,23711.1,1.52051,149.728,6840,0.1,423.15,0
7558,7559.75,15644.2,23802.3,1.52147,150.208,7560,0.1,423.15,0
8278,8279.84,15681.5,23870.3,1.52219,150.566,8280,0.1,423.15,0
8997,8998.95,15709.8,23922,1.52274,150.838,8999,0.1,423.15,0
5398,5399.62,15514.2,31936.8,2.05854,148.961,5400,0.5,423.15,0
6118,6119.69,15596.5,31967.8,2.04968,149.75,6120,0.5,423.15,0
6838,6839.78,15653.1,31990.3,2.04371,150.294,6840,0.5,423.15,0
7558,7559.87,15693.4,32006.6,2.0395,150.681,7560,0.5,423.15,0
8278,8279.96,15722.6,32018.8,2.03648,150.961,8280,0.5,423.15,0
8997,8999.07,15744.1,32028.1,2.03429,151.168,8999,0.5,423.15,0
5398,5399.88,15398.2,42380.5,2.75231,147.846,5400,0.9,423.15,0
6118,6119.95,15526.8,42282.9,2.72323,149.081,6120,0.9,423.15,0
6838,6840.03,15609.6,42223.6,2.70498,149.876,6840,0.9,423.15,0
7558,7560.11,15665,42185.9,2.693,150.408,7560,0.9,423.15,0
8278,8280.2,15703.7,42160.5,2.68475,150.78,8280,0.9,423.15,0
8997,8999.3,15731.4,42142.8,2.6789,151.045,8999,0.9,423.15,0
5398,5400.4,15048.1,51686.9,3.43477,144.485,5400,1.3,423.15,0
6118,6120.45,15323.8,51209.8,3.34186,147.132,6120,1.3,423.15,0
6837,6839.52,15483.1,50951.6,3.29079,148.661,6840,1.3,423.15,0
7557,7559.59,15582.7,50797.6,3.25987,149.618,7560,1.3,423.15,0
8277,8279.68,15647.9,50699.3,3.24,150.244,8280,1.3,423.15,0
8996,8998.76,15692.3,50634.7,3.22672,150.67,8999,1.3,423.15,0
5397,5399.94,15986.1,62337.1,3.89945,153.491,5400,1.7,423.15,0
6117,6119.99,14762.3,60476.2,4.09666,141.741,6120,1.7,423.15,0
6837,6840.04,15171.8,59415.3,3.91618,145.672,6840,1.7,423.15,0
7557,7560.1,15392.7,58888.5,3.82575,147.793,7560,1.7,423.15,0
8277,8280.17,15524.4,58588.7,3.77398,149.058,8280,1.7,423.15,0
8996,8999.25,15608.8,58401.7,3.74159,149.868,8999,1.7,423.15,0
5396,5399.52,18629.4,73329.6,3.93623,178.871,5400,2.1,423.15,0
6116,6119.6,17132.2,71291.5,4.16125,164.496,6120,2.1,423.15,0
6836,6839.66,15915.3,69421.1,4.36191,152.811,6840,2.1,423.15,0
7556,7559.71,14911.3,67675.8,4.53854,143.172,7560,2.1,423.15,0
8276,8279.77,15244.5,66617.5,4.36994,146.371,8280,2.1,423.15,0
8995,8998.84,15433,66055.3,4.28014,148.18,8999,2.1,423.15,0
5396,5400.23,20915.2,83487.5,3.99171,200.818,5400,2.5,423.15,0
6116,6120.31,19159.6,81289.6,4.24277,183.961,6120,2.5,423.15,0
6836,6840.39,17734.5,79305.2,4.47181,170.278,6840,2.5,423.15,0
7556,7560.46,16568.8,77464.2,4.67531,159.086,7560,2.5,423.15,0
8275,8279.52,15855.8,75736.4,4.77657,152.24,8280,2.5,423.15,0
8994,8998.58,15009.9,74088,4.93596,144.118,8999,2.5,423.15,0
